report_id,crew_id,report_date,fatigue_level,samn_perelli_score,notes,category,created_at
2359,47,2026-04-18,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-04-18 19:00:14
2360,47,2026-04-20,Low,1,"Well rested, good sleep last night.",Scheduled Check-in,2026-04-20 20:00:00
2361,47,2026-04-22,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-04-22 11:38:27
2362,47,2026-04-24,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-04-24 05:02:39
2363,47,2026-04-28,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-04-28 08:16:10
2364,47,2026-04-30,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-04-30 04:26:41
2365,47,2026-05-03,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-05-03 17:33:43
2366,47,2026-05-05,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-05-05 22:52:09
2367,47,2026-05-07,Low,1,"No fatigue concerns, ready for duty.",Layover,2026-05-07 19:00:00
2368,47,2026-05-08,Low,2,"Well rested, good sleep last night.",Pre-Flight,2026-05-08 21:11:27
2369,47,2026-05-13,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-05-13 23:00:18
2370,47,2026-05-20,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-05-20 06:00:06
2371,47,2026-05-25,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-05-25 02:37:58
2372,47,2026-05-28,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-05-28 02:26:42
2373,47,2026-06-01,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-06-01 08:39:24
2374,47,2026-06-07,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-06-07 05:44:46
2375,47,2026-06-22,Low,2,"Well rested, good sleep last night.",Layover,2026-06-22 19:00:00
2376,47,2026-06-27,Mild,3,A bit sluggish after early report time.,Layover,2026-06-27 16:00:00
2377,47,2026-06-29,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-06-29 04:08:01
2378,48,2026-01-09,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-01-09 23:42:50
2379,48,2026-01-11,Low,1,Feeling fully alert and rested.,Scheduled Check-in,2026-01-11 19:00:00
2380,48,2026-01-12,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-01-12 12:54:32
2381,48,2026-01-16,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-01-16 17:32:01
2382,48,2026-01-23,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-01-23 02:56:11
2383,48,2026-01-28,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-01-28 17:06:47
2384,48,2026-01-28,Mild,3,Slightly tired but functioning normally.,Scheduled Check-in,2026-01-28 15:00:00
2385,48,2026-01-31,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-01-31 20:06:25
2386,48,2026-02-03,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-02-03 12:53:11
2387,48,2026-02-04,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-02-04 15:06:30
2388,48,2026-02-08,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-02-08 03:56:30
2389,48,2026-02-11,Low,2,"No fatigue concerns, ready for duty.",Pre-Flight,2026-02-11 03:04:09
2390,48,2026-02-15,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-02-15 07:22:15
2391,48,2026-02-16,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-02-16 18:19:29
2392,48,2026-02-16,Low,1,"No fatigue concerns, ready for duty.",Layover,2026-02-16 19:00:00
2393,48,2026-02-19,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-02-19 13:26:48
2394,48,2026-02-26,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-02-26 11:10:52
2395,48,2026-03-01,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-03-01 21:15:00
2396,48,2026-03-05,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-03-05 21:28:30
2397,48,2026-03-07,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-03-07 20:12:06
2398,48,2026-03-13,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-03-13 05:58:08
2399,48,2026-03-14,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-03-14 20:19:22
2400,48,2026-03-18,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-03-18 09:53:08
2401,48,2026-03-23,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-03-23 02:48:25
2402,48,2026-04-04,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-04-04 07:46:32
2403,48,2026-04-07,Low,2,"Well rested, good sleep last night.",Pre-Flight,2026-04-07 13:42:09
2404,48,2026-04-10,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-04-10 02:42:21
2405,48,2026-04-15,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-04-15 01:02:41
2406,48,2026-04-15,Low,1,Feeling fully alert and rested.,Scheduled Check-in,2026-04-15 15:00:00
2407,48,2026-04-17,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-04-17 08:35:09
2408,48,2026-04-20,Low,1,"Well rested, good sleep last night.",Post-Flight,2026-04-20 23:51:04
2409,48,2026-04-20,Low,1,"No fatigue concerns, ready for duty.",Layover,2026-04-20 13:00:00
2410,48,2026-04-23,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-04-23 03:25:41
2411,48,2026-04-25,Low,2,"No fatigue concerns, ready for duty.",Layover,2026-04-25 16:00:00
2412,48,2026-04-26,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-04-26 07:27:38
2413,48,2026-04-29,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-04-30 00:28:23
2414,48,2026-05-02,Low,2,"No fatigue concerns, ready for duty.",Pre-Flight,2026-05-02 20:42:17
2415,48,2026-05-02,Low,1,Feeling fully alert and rested.,Layover,2026-05-02 14:00:00
2416,48,2026-05-06,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-05-06 08:11:53
2417,48,2026-05-07,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-05-07 15:40:50
2418,48,2026-05-15,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-05-15 04:19:00
2419,48,2026-05-18,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-05-18 02:34:22
2420,48,2026-05-20,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-05-20 08:54:59
2421,48,2026-05-26,Low,2,"Well rested, good sleep last night.",Pre-Flight,2026-05-26 08:38:54
2422,48,2026-05-29,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-05-29 00:46:42
2423,48,2026-05-31,Low,1,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-05-31 07:00:00
2424,48,2026-06-01,Low,2,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-06-01 18:00:00
2425,48,2026-06-04,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-06-04 18:45:59
2426,48,2026-06-12,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-06-12 05:19:08
2427,48,2026-06-15,Low,2,"Well rested, good sleep last night.",Pre-Flight,2026-06-15 02:29:44
2428,48,2026-06-21,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-06-21 05:50:54
2429,48,2026-06-24,Low,2,Feeling fully alert and rested.,Post-Flight,2026-06-24 20:36:35
2430,49,2026-01-08,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-01-08 05:07:53
2431,49,2026-01-09,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-01-09 23:02:25
2432,49,2026-01-12,Low,2,"Well rested, good sleep last night.",Layover,2026-01-12 07:00:00
2433,49,2026-01-14,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-01-14 02:08:21
2434,49,2026-01-17,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-01-17 21:23:32
2435,49,2026-01-19,Low,1,"No fatigue concerns, ready for duty.",Pre-Flight,2026-01-19 20:55:45
2436,49,2026-01-27,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-01-27 19:38:47
2437,49,2026-01-31,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-01-31 19:10:24
2438,49,2026-02-05,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-02-05 01:42:59
2439,49,2026-02-06,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-02-06 22:17:29
2440,49,2026-02-08,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-02-08 19:41:26
2441,49,2026-02-13,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-02-13 14:35:28
2442,49,2026-02-16,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-02-16 06:37:39
2443,49,2026-02-17,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-02-17 15:02:45
2444,49,2026-02-18,Low,2,"No fatigue concerns, ready for duty.",Layover,2026-02-18 14:00:00
2445,49,2026-02-21,Low,2,Feeling fully alert and rested.,Post-Flight,2026-02-21 15:05:32
2446,49,2026-02-26,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-02-26 05:13:43
2447,49,2026-03-04,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-03-04 19:02:34
2448,49,2026-03-08,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-03-08 12:05:37
2449,49,2026-03-11,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-03-11 13:27:27
2450,49,2026-03-14,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-03-14 04:31:32
2451,49,2026-03-16,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-03-16 06:50:53
2452,49,2026-03-16,Low,1,"Well rested, good sleep last night.",Scheduled Check-in,2026-03-16 08:00:00
2453,49,2026-03-18,Mild,3,"Minor drowsiness, manageable.",Layover,2026-03-18 15:00:00
2454,49,2026-03-19,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-03-19 19:40:21
2455,49,2026-03-23,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-03-23 22:08:55
2456,49,2026-03-27,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-03-27 13:18:00
2457,49,2026-03-29,Low,1,"Well rested, good sleep last night.",Layover,2026-03-29 08:00:00
2458,49,2026-03-30,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-03-30 16:47:01
2459,49,2026-04-03,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-04-03 08:14:05
2460,49,2026-04-05,Low,2,Feeling fully alert and rested.,Post-Flight,2026-04-05 18:54:18
2461,49,2026-04-10,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-04-10 13:11:35
2462,49,2026-04-12,Mild,3,A bit sluggish after early report time.,Layover,2026-04-12 11:00:00
2463,49,2026-04-15,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-04-15 13:54:10
2464,49,2026-04-18,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-04-18 14:40:20
2465,49,2026-04-29,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-04-29 16:06:18
2466,49,2026-05-02,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-05-02 21:31:04
2467,49,2026-05-06,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-05-06 18:31:12
2468,49,2026-05-12,Mild,3,"Minor drowsiness, manageable.",Scheduled Check-in,2026-05-12 13:00:00
2469,49,2026-05-13,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-05-13 16:48:57
2470,49,2026-05-21,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-05-21 22:46:29
2471,49,2026-05-23,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-05-23 23:19:53
2472,49,2026-05-30,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-05-30 07:41:25
2473,49,2026-05-31,Low,1,"No fatigue concerns, ready for duty.",Post-Flight,2026-05-31 21:47:52
2474,49,2026-06-04,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-06-04 22:11:56
2475,49,2026-06-18,Low,2,Feeling fully alert and rested.,Layover,2026-06-18 09:00:00
2476,49,2026-06-28,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-06-28 05:45:47
2477,49,2026-06-30,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-06-30 13:42:06
2478,49,2026-07-02,Low,2,"Well rested, good sleep last night.",Scheduled Check-in,2026-07-02 20:00:00
2479,49,2026-07-03,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-07-03 04:33:05
2480,50,2026-01-08,Low,2,Feeling fully alert and rested.,Post-Flight,2026-01-09 00:29:37
2481,50,2026-01-10,Low,2,Feeling fully alert and rested.,Scheduled Check-in,2026-01-10 16:00:00
2482,50,2026-01-11,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-01-11 04:08:34
2483,50,2026-01-17,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-01-17 04:17:05
2484,50,2026-01-23,Low,2,"Well rested, good sleep last night.",Layover,2026-01-23 12:00:00
2485,50,2026-01-30,Low,2,Feeling fully alert and rested.,Post-Flight,2026-01-30 11:43:58
2486,50,2026-02-01,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-02-01 14:00:44
2487,50,2026-02-05,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-02-05 03:18:17
2488,50,2026-02-05,Low,2,"Well rested, good sleep last night.",Scheduled Check-in,2026-02-05 20:00:00
2489,50,2026-02-06,Low,1,"Well rested, good sleep last night.",Layover,2026-02-06 20:00:00
2490,50,2026-02-10,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-02-10 23:54:37
2491,50,2026-02-15,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-02-15 07:22:26
2492,50,2026-02-19,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-02-19 15:16:45
2493,50,2026-02-24,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-02-24 11:08:41
2494,50,2026-02-24,Mild,3,Slightly tired but functioning normally.,Scheduled Check-in,2026-02-24 09:00:00
2495,50,2026-02-28,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-02-28 01:56:52
2496,50,2026-03-04,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-03-04 06:10:14
2497,50,2026-03-06,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-03-06 04:28:07
2498,50,2026-03-08,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-03-08 12:21:59
2499,50,2026-03-09,Low,2,"Well rested, good sleep last night.",Pre-Flight,2026-03-10 00:26:04
2500,50,2026-03-15,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-03-15 01:25:30
2501,50,2026-03-18,Severe,7,"Critical fatigue level, requested crew rest protocol review.",Post-Flight,2026-03-18 18:01:37
2502,50,2026-03-18,Low,1,Feeling fully alert and rested.,Layover,2026-03-18 20:00:00
2503,50,2026-03-23,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-03-23 08:10:41
2504,50,2026-03-25,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-03-25 03:25:22
2505,50,2026-03-29,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-03-29 07:49:53
2506,50,2026-04-01,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-04-01 17:21:28
2507,50,2026-04-05,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-04-05 10:58:54
2508,50,2026-04-21,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-04-21 19:02:59
2509,50,2026-04-25,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-04-25 11:34:14
2510,50,2026-04-27,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-04-27 22:25:37
2511,50,2026-05-01,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-05-01 22:48:16
2512,50,2026-05-04,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-05-04 08:48:43
2513,50,2026-05-07,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-05-07 03:57:55
2514,50,2026-05-09,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-05-09 08:32:10
2515,50,2026-05-11,Low,1,Feeling fully alert and rested.,Scheduled Check-in,2026-05-11 17:00:00
2516,50,2026-05-12,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-05-12 18:09:37
2517,50,2026-05-17,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-05-17 06:48:05
2518,50,2026-05-19,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-05-19 20:51:05
2519,50,2026-05-24,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-05-24 20:18:01
2520,50,2026-05-26,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-05-26 13:29:10
2521,50,2026-06-02,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-06-02 08:05:23
2522,50,2026-06-03,Mild,3,"Minor drowsiness, manageable.",Layover,2026-06-03 19:00:00
2523,50,2026-06-05,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-06-05 23:32:14
2524,50,2026-06-07,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-06-07 21:40:19
2525,50,2026-06-18,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-06-18 01:36:05
2526,50,2026-06-20,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-06-20 23:45:46
2527,50,2026-06-26,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-06-26 13:28:22
2528,50,2026-06-29,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-06-29 03:21:57
2529,50,2026-07-01,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-07-01 03:34:41
2530,50,2026-07-01,Low,2,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-07-01 14:00:00
2531,51,2026-01-06,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-01-06 15:20:02
2532,51,2026-01-08,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-01-08 15:38:26
2533,51,2026-01-09,Low,2,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-01-09 10:00:00
2534,51,2026-01-12,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-01-12 23:12:24
2535,51,2026-01-16,Low,1,"No fatigue concerns, ready for duty.",Pre-Flight,2026-01-16 19:23:15
2536,51,2026-01-20,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-01-20 19:39:42
2537,51,2026-01-25,Low,1,Feeling fully alert and rested.,Post-Flight,2026-01-25 23:34:20
2538,51,2026-01-28,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-01-28 05:05:50
2539,51,2026-01-31,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-01-31 17:44:08
2540,51,2026-02-04,Mild,3,"Minor drowsiness, manageable.",Scheduled Check-in,2026-02-04 20:00:00
2541,51,2026-02-09,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-02-09 02:19:57
2542,51,2026-02-12,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-02-12 05:14:04
2543,51,2026-02-13,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-02-13 18:56:58
2544,51,2026-02-16,Mild,3,A bit sluggish after early report time.,Layover,2026-02-16 08:00:00
2545,51,2026-02-17,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-02-17 06:28:47
2546,51,2026-02-19,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-02-19 13:27:57
2547,51,2026-02-24,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-02-24 06:45:08
2548,51,2026-02-24,Low,1,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-02-24 11:00:00
2549,51,2026-03-04,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-03-04 02:41:20
2550,51,2026-03-06,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-03-06 04:05:11
2551,51,2026-03-08,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-03-08 07:50:03
2552,51,2026-03-17,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-03-17 10:39:21
2553,51,2026-03-19,Mild,3,"Minor drowsiness, manageable.",Layover,2026-03-19 20:00:00
2554,51,2026-03-21,Low,2,Feeling fully alert and rested.,Post-Flight,2026-03-21 01:41:42
2555,51,2026-03-24,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-03-24 20:06:37
2556,51,2026-03-27,Low,2,"No fatigue concerns, ready for duty.",Pre-Flight,2026-03-27 11:42:09
2557,51,2026-03-30,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-03-30 09:45:38
2558,51,2026-04-06,Low,2,"Well rested, good sleep last night.",Pre-Flight,2026-04-06 14:35:13
2559,51,2026-04-09,Low,2,"No fatigue concerns, ready for duty.",Layover,2026-04-09 19:00:00
2560,51,2026-04-11,Low,1,Feeling fully alert and rested.,Pre-Flight,2026-04-11 08:39:54
2561,51,2026-04-18,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-04-18 04:55:29
2562,51,2026-04-19,Low,2,Feeling fully alert and rested.,Layover,2026-04-19 18:00:00
2563,51,2026-04-20,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-04-20 03:27:54
2564,51,2026-04-30,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-04-30 03:06:46
2565,51,2026-05-03,Low,2,"Well rested, good sleep last night.",Pre-Flight,2026-05-03 16:25:31
2566,51,2026-05-07,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-05-07 15:22:24
2567,51,2026-05-13,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-05-13 19:49:24
2568,51,2026-05-16,Low,2,"No fatigue concerns, ready for duty.",Pre-Flight,2026-05-16 15:01:27
2569,51,2026-05-20,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-05-20 20:32:45
2570,51,2026-05-23,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-05-23 14:47:36
2571,51,2026-05-29,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-05-29 03:40:27
2572,51,2026-06-02,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-06-02 07:27:48
2573,51,2026-06-08,Low,2,Feeling fully alert and rested.,Post-Flight,2026-06-08 02:53:11
2574,51,2026-06-12,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-06-12 18:20:07
2575,51,2026-06-16,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-06-16 22:17:51
2576,51,2026-06-16,Mild,3,A bit sluggish after early report time.,Layover,2026-06-16 08:00:00
2577,51,2026-06-19,Low,1,Feeling fully alert and rested.,Post-Flight,2026-06-19 09:00:19
2578,51,2026-06-23,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-06-23 08:41:52
2579,51,2026-06-24,Low,2,Feeling fully alert and rested.,Scheduled Check-in,2026-06-24 13:00:00
2580,51,2026-06-26,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-06-26 04:58:13
2581,52,2026-01-08,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-01-08 21:33:56
2582,52,2026-01-11,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-01-11 05:23:08
2583,52,2026-01-12,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-01-12 22:46:16
2584,52,2026-01-14,Mild,3,A bit sluggish after early report time.,Layover,2026-01-14 12:00:00
2585,52,2026-01-15,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-01-15 06:42:00
2586,52,2026-01-16,Low,2,"No fatigue concerns, ready for duty.",Layover,2026-01-16 08:00:00
2587,52,2026-01-18,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-01-19 00:17:17
2588,52,2026-01-26,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-01-26 13:17:24
2589,52,2026-01-28,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-01-28 11:24:48
2590,52,2026-01-30,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-01-30 23:42:57
2591,52,2026-02-03,Low,2,Feeling fully alert and rested.,Post-Flight,2026-02-03 15:02:06
2592,52,2026-02-05,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-02-05 14:56:29
2593,52,2026-02-10,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-02-10 23:15:35
2594,52,2026-02-11,Low,1,"Well rested, good sleep last night.",Layover,2026-02-11 08:00:00
2595,52,2026-02-17,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-02-17 06:28:52
2596,52,2026-02-18,Low,2,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-02-18 19:00:00
2597,52,2026-02-21,Severe,7,"Fighting to stay awake, flagged to scheduling.",Pre-Flight,2026-02-21 02:49:41
2598,52,2026-02-25,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-02-25 05:20:36
2599,52,2026-02-28,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-02-28 22:52:31
2600,52,2026-02-28,Moderate,4,Feeling the effects of the long duty day.,Scheduled Check-in,2026-02-28 19:00:00
2601,52,2026-03-04,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-03-04 09:47:02
2602,52,2026-03-08,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-03-08 07:05:21
2603,52,2026-03-10,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-03-10 22:04:27
2604,52,2026-03-13,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-03-13 09:42:51
2605,52,2026-03-18,Low,1,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-03-18 15:00:00
2606,52,2026-03-20,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-03-20 03:34:00
2607,52,2026-03-22,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-03-22 21:13:27
2608,52,2026-03-26,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-03-27 00:15:51
2609,52,2026-04-06,High,6,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-04-06 09:13:38
2610,52,2026-04-07,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-04-07 22:48:14
2611,52,2026-04-09,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-04-09 19:25:20
2612,52,2026-04-17,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-04-17 22:07:55
2613,52,2026-04-22,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-04-22 23:33:13
2614,52,2026-04-27,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-04-27 05:54:39
2615,52,2026-05-01,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-05-01 02:25:07
2616,52,2026-05-02,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-05-02 23:53:34
2617,52,2026-05-05,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-05-05 09:47:44
2618,52,2026-05-09,Severe,7,"Fighting to stay awake, flagged to scheduling.",Pre-Flight,2026-05-09 00:58:12
